"ProdKey","CowKey","testDate","LTDDate","HTFatPC","HTProtPC","HTLitreAM","HTLitrePM","HTLitreTot","LtdLitre","LtdFatKg","LtdProtKg","SCC","LW","LWRel","PayPW","PayPWRel","AbCode","Assessed","Withheld","comment","LtdDays","LtdVol305","LtdVolEx","LtdFatKg305","LtdFatKgEx","LtdProtKg305","LtdProtKgEx"
335,628,"10/11/1998","25/11/1998",0.0502,0.0341,15.1,10,25.1,2576.9,128.91,82.78,29,81.5,,34.5,77.9,0,"0","","",95,,,,,,
336,299,"10/11/1998","25/11/1998",0.042,0.0334,17.6,11.3,28.9,1473.9,61.9,49.23,39,69.1,,55.3,64.2,0,"0","","",51,,,,,,
337,300,"10/11/1998","25/11/1998",0.04,0.0354,15,8.9,23.9,2767.2,111.56,90.65,11,58.3,,55.2,67.1,0,"0","","",114,,,,,,
338,301,"10/11/1998","25/11/1998",0.0467,0.0365,16.2,10.6,26.8,2752.6,128.87,92.95,41,99.5,,31,75.1,0,"0","","",106,,,,,,
339,302,"10/11/1998","25/11/1998",0.0426,0.0346,17.9,13.6,31.5,2218.5,97.18,79.1,2355,143.3,,94.9,65.9,0,"0","","",79,,,,,,
340,46,"10/11/1998","25/11/1998",0.0343,0.0307,14.4,9.5,23.9,2090.3,77.54,63.43,48,32.4,,49.2,44,0,"0","","",109,,,,,,
341,305,"10/11/1998","25/11/1998",0.049,0.0329,14.9,9.9,24.8,5323,371.7,246.85,38,-72.8,,22.7,74.1,0,"0","","",426,,,,,,
342,306,"10/11/1998","25/11/1998",0.0436,0.0319,15.9,12.2,28.1,3158,144.71,92.16,221,42.5,,19.1,77,0,"0","","",110,,,,,,
343,307,"10/11/1998","25/11/1998",0.0385,0.0324,18.2,12.7,30.9,3238,120.27,101.47,19,116.5,,83.9,67,0,"0","","",104,,,,,,
344,308,"10/11/1998","25/11/1998",0.0465,0.0309,15.5,10.3,25.8,6687.4,444.78,318.33,100,-69.3,,-24.4,76.1,0,"0","","",458,,,,,,
345,311,"10/11/1998","25/11/1998",0.0469,0.0367,15.2,9.1,24.3,2443.6,116.15,85.07,20,188,,126.3,60,0,"0","","",114,,,,,,
346,312,"10/11/1998","25/11/1998",0.0411,0.0344,14.6,10.2,24.8,2847.6,121.67,93.32,23,10.7,,32,72.2,0,"0","","",116,,,,,,
347,21,"10/11/1998","25/11/1998",0.0453,0.0339,9.3,5.9,15.2,1497.2,68.16,48.06,57,-17.6,,24.9,37.1,0,"0","","",100,,,,,,
348,314,"10/11/1998","25/11/1998",0.0476,0.0346,17,11,28,7222.7,494.59,381.37,193,142.8,,121.3,73.9,0,"0","","",450,,,,,,
349,31,"10/11/1998","25/11/1998",0.0369,0.0325,14.6,8.4,23,1751.2,75.36,58.51,66,89.3,,76.2,41.4,0,"0","","",80,,,,,,
350,317,"10/11/1998","25/11/1998",0.0408,0.0346,13.4,10.9,24.3,3028.1,107.68,97.83,15,107.2,,63.9,60,0,"0","","",117,,,,,,
351,318,"10/11/1998","25/11/1998",0.0518,0.0385,10,6.1,16.1,1799.9,89.8,63.31,33,-12.3,,0.7,75.6,0,"0","","",114,,,,,,
352,27,"10/11/1998","25/11/1998",0.0341,0.0355,13,11.1,24.1,2134.3,78.27,70.94,21,118.7,,98.2,43.6,0,"0","","",103,,,,,,
353,59,"10/11/1998","25/11/1998",0.0447,0.0354,11,6.5,17.5,1855,85.46,63.24,56,79.3,,71.7,43.9,0,"0","","",106,,,,,,
354,322,"10/11/1998","25/11/1998",0.0397,0.0323,14.8,10.4,25.2,2882.6,112.46,86.81,51,-34.1,,-16.5,74.4,0,"0","","",113,,,,,,
355,323,"10/11/1998","25/11/1998",0.0443,0.0374,15.8,9.8,25.6,2667.3,131.01,92.71,54,162.7,,79.3,75.7,0,"0","","",108,,,,,,
356,324,"10/11/1998","25/11/1998",0.0479,0.0356,12.8,9,21.8,2554.4,118.31,84.79,18,-28.4,,-23.3,74.6,0,"0","","",113,,,,,,
357,325,"10/11/1998","25/11/1998",0.0489,0.0361,4.7,10.7,15.4,2076.6,83.58,72.85,29,-42.8,,31.5,75.4,0,"0","","",111,,,,,,
358,326,"10/11/1998","25/11/1998",0.0548,0.0362,15.7,8.9,24.6,2752.9,153.74,93.21,19,164.5,,105.7,71,0,"0","","",110,,,,,,
359,329,"10/11/1998","25/11/1998",0.0353,0.0343,14.3,12.1,26.4,3197.7,105.86,99.37,49,18.1,,48.2,73.4,0,"0","","",118,,,,,,
360,330,"10/11/1998","25/11/1998",0.0481,0.0339,16,9.7,25.7,2955.5,129.95,92.6,30,58.1,,47,72.3,0,"0","","",115,,,,,,
361,331,"10/11/1998","25/11/1998",0.0405,0.0348,16.5,10.5,27,3120.3,128.92,101.14,143,117.2,,35.1,66.9,0,"0","","",106,,,,,,
362,332,"10/11/1998","25/11/1998",0.0429,0.0316,18.5,13.7,32.2,2125.2,91.17,67.16,18,105.6,,45.2,69.6,0,"0","","",66,,,,,,
363,333,"10/11/1998","25/11/1998",0.0469,0.0345,18.9,11.9,30.8,2905.6,135.95,94.23,21,106.5,,52.3,75.1,0,"0","","",102,,,,,,
364,334,"10/11/1998","25/11/1998",0.0496,0.0365,19.2,11.4,30.6,1499.4,74.37,54.73,51,212.5,,118.8,74.8,0,"0","","",49,,,,,,
365,335,"10/11/1998","25/11/1998",0.0377,0.0377,14.4,6,20.4,2326.2,119.29,80.45,21,-1.7,,25,72.2,0,"0","","",112,,,,,,
366,336,"10/11/1998","25/11/1998",0.0544,0.0366,12,6.9,18.9,4553.2,334.3,240.37,100,-40.1,,20,75.3,0,"0","","",429,,,,,,
367,337,"10/11/1998","25/11/1998",0.0502,0.036,10.9,9.1,20,2274.4,113.75,79.19,20,-29.2,,-17.9,71.3,0,"0","","",111,,,,,,
368,338,"10/11/1998","25/11/1998",0.0448,0.0335,14.4,9.6,24,2216.4,107.94,74.48,40,69.7,,29.9,75.3,0,"0","","",90,,,,,,
369,339,"10/11/1998","25/11/1998",0.0344,0.0324,14.7,11.6,26.3,2560.9,86.66,78.11,40,-77,,10.2,75.3,0,"0","","",108,,,,,,
370,340,"10/11/1998","25/11/1998",0.05,0.0391,9.8,10.1,19.9,7473.8,461.99,336.56,22,181.8,,84.9,74,0,"0","","",456,,,,,,
371,675,"10/11/1998","25/11/1998",0.0464,0.0358,9.9,10.2,20.1,4446.8,319.79,221.17,13,-2.2,,29.1,68.5,0,"0","","",394,,,,,,
372,342,"10/11/1998","25/11/1998",0.0415,0.0323,16.9,9.6,26.5,2915.5,125.97,90.8,16,56.1,,49.2,76.9,0,"0","","",103,,,,,,
373,344,"10/11/1998","25/11/1998",0.0388,0.0351,10.4,8.1,18.5,5038.9,267.78,228.12,85,108.5,,62.8,47.6,0,"0","","",403,,,,,,
374,674,"10/11/1998","25/11/1998",0.0442,0.0329,10.1,7.7,17.8,2053.1,92.42,62.91,29,99.2,,40.1,40.4,0,"0","","",122,,,,,,
375,351,"10/11/1998","25/11/1998",0.0425,0.0343,13.7,9.6,23.3,2925.9,117.42,90.55,22,-30.1,,7.7,75.1,0,"0","","",117,,,,,,
376,354,"10/11/1998","25/11/1998",0.0446,0.0349,16.5,13.3,29.8,3076.6,136.86,98.76,22,96.1,,22.5,71.5,0,"0","","",111,,,,,,
377,355,"10/11/1998","25/11/1998",0.0354,0.041,7.2,7.2,14.4,1734.6,69.1,66.55,42,-14.5,,91.2,76.8,0,"0","","",109,,,,,,
378,356,"10/11/1998","25/11/1998",0.0456,0.0338,15.4,11.1,26.5,6456.2,496.32,374.02,33,91.3,,55.7,73.4,0,"0","","",466,,,,,,
379,357,"10/11/1998","25/11/1998",0.0326,0.0333,17.7,13.3,31,7710.3,436.34,381.47,18,84.4,,51.4,68.5,0,"0","","",461,,,,,,
380,42,"10/11/1998","25/11/1998",0.0403,0.0293,14.4,13.6,28,1232,49.65,36.1,40,60.3,,53.3,35.6,0,"0","","",44,,,,,,
381,68,"10/11/1998","25/11/1998",0.0407,0.0359,11.3,6.9,18.2,2180.1,82.44,69.19,29,60.5,,54.9,44.2,0,"0","","",108,,,,,,
382,360,"10/11/1998","25/11/1998",0.0462,0.0351,16.7,11.2,27.9,3089.7,148.8,103.35,15,145.6,,57.7,71.7,0,"0","","",106,,,,,,
383,50,"10/11/1998","25/11/1998",0.038,0.0313,14.7,9.5,24.2,2769.6,113.37,77.52,49,132.2,,77,44.2,0,"0","","",108,,,,,,
384,363,"10/11/1998","25/11/1998",0.0447,0.0295,13.5,8,21.5,1961.9,96.52,68.56,20,11.2,,14.6,77.3,0,"0","","",85,,,,,,
385,19,"10/11/1998","25/11/1998",0.0349,0.0339,11.2,6.9,18.1,1773,73.31,57.91,16,31.1,,37.8,42.8,0,"0","","",92,,,,,,
386,367,"10/11/1998","25/11/1998",0.0484,0.032,16.5,10.3,26.8,2764.1,133.79,85.07,95,140,,51.1,60.1,0,"0","","",114,,,,,,
387,372,"10/11/1998","25/11/1998",0.0478,0.0373,13.9,9.5,23.4,2420.2,110.88,83.77,19,-4.3,,-8.1,76.8,0,"0","","",113,,,,,,
388,373,"10/11/1998","25/11/1998",0.0423,0.0372,12.1,9.3,21.4,2293.7,95.65,78.87,23,-12.8,,25.8,66.9,0,"0","","",110,,,,,,
389,374,"10/11/1998","25/11/1998",0.0503,0.0359,12.3,8.6,20.9,1727.5,94.02,62.59,30,-28.8,,-5.2,76.9,0,"0","","",80,,,,,,
390,375,"10/11/1998","25/11/1998",0.0429,0.0347,14.5,7.3,21.8,2789.9,124.31,89.96,16,146.2,,93.8,59.6,0,"0","","",108,,,,,,
391,58,"10/11/1998","25/11/1998",0.0411,0.0324,12.6,10.6,23.2,1687.1,75.27,55.69,23,73.6,,74.1,41.6,0,"0","","",78,,,,,,
392,378,"10/11/1998","25/11/1998",0.0497,0.0382,13.4,8.2,21.6,2391.3,109.34,86.67,21,129.5,,88.1,76.8,0,"0","","",108,,,,,,
393,26,"10/11/1998","25/11/1998",0.0399,0.0361,11.3,9.4,20.7,2216.1,86.69,74.43,18,116.8,,88.9,44,0,"0","","",111,,,,,,
394,10,"10/11/1998","25/11/1998",0.044,0.0352,11.5,7.1,18.6,1649.4,65.95,56.95,35,58,,77,41.7,0,"0","","",91,,,,,,
395,383,"10/11/1998","25/11/1998",0.0494,0.0355,12.2,8.3,20.5,5795.8,407.23,317.26,56,123.7,,62.7,73.7,0,"0","","",419,,,,,,
396,384,"10/11/1998","25/11/1998",0.05,0.0365,17.2,13.4,30.6,7213.6,588.17,404.74,36,250.3,,127.2,73.2,0,"0","","",459,,,,,,
397,387,"10/11/1998","25/11/1998",0.0493,0.0365,16,20.3,36.3,3444.5,168.87,116.68,23,278.9,,83,77.1,0,"0","","",111,,,,,,
398,388,"10/11/1998","25/11/1998",0.0525,0.0349,19.8,10.4,30.2,7327.2,523.75,364.42,16,148.6,,98.9,73.5,0,"0","","",447,,,,,,
399,390,"10/11/1998","25/11/1998",0.0345,0.0372,13,6.5,19.5,5422.3,289.36,240.21,31,-92.2,,-0.8,72.8,0,"0","","",403,,,,,,
400,391,"10/11/1998","25/11/1998",0.0457,0.0341,17.2,10.3,27.5,6883.7,496.57,354.22,98,122.3,,59.2,74,0,"0","","",456,,,,,,
401,392,"10/11/1998","25/11/1998",0.0429,0.0354,11.7,10.4,22.1,2627,108.34,89.81,26,56.9,,74.9,67.3,0,"0","","",112,,,,,,
402,394,"10/11/1998","25/11/1998",0.045,0.0353,11.6,7.4,19,2238.2,96.46,71.19,19,48.9,,25.4,57.6,0,"0","","",119,,,,,,
403,395,"10/11/1998","25/11/1998",0.0427,0.0355,13.5,10.6,24.1,2765.5,132.09,88.67,18,64.9,,67.8,71.3,0,"0","","",109,,,,,,
404,396,"10/11/1998","25/11/1998",0.0412,0.0347,17.4,16.4,33.8,2443.9,107.32,83.61,19,146.4,,69.1,74.9,0,"0","","",78,,,,,,
405,398,"10/11/1998","25/11/1998",0.0334,0.0308,18.1,11.1,29.2,6240.4,404.58,330.69,16,103.9,,62.9,50,0,"0","","",469,,,,,,
406,399,"10/11/1998","25/11/1998",0.0428,0.0361,14.3,10.9,25.2,2935.8,128.8,100.43,15,125.4,,91.7,71.2,0,"0","","",106,,,,,,
407,77,"10/11/1998","25/11/1998",0.0441,0.0361,10.9,7.2,18.1,1558.5,70.6,53.61,64,20.7,,27.3,42.9,0,"0","","",90,,,,,,
408,401,"10/11/1998","25/11/1998",0.0387,0.0356,13.9,9.5,23.4,2409.2,104.46,74.54,114,-53.8,,-18.9,77.3,0,"0","","",104,,,,,,
409,403,"10/11/1998","25/11/1998",0.0343,0.0353,15.9,7,22.9,2986.7,109.46,98.62,78,8.1,,19.8,76.8,0,"0","","",113,,,,,,
410,404,"10/11/1998","25/11/1998",0.042,0.0338,12.8,7.6,20.4,2368.2,100.51,78.55,18,33.1,,13.2,55.5,0,"0","","",114,,,,,,
411,23,"10/11/1998","25/11/1998",0.0455,0.033,10.6,6.7,17.3,1842.7,81.76,57.73,36,29,,53.6,43.1,0,"0","","",110,,,,,,
412,407,"10/11/1998","25/11/1998",0.0373,0.0315,14.1,10.4,24.5,6298.5,403.64,297.6,39,-0.9,,26.9,72.6,0,"0","","",427,,,,,,
413,65,"10/11/1998","25/11/1998",0.0424,0.0323,10.9,6.4,17.3,1945.6,83.57,59.96,25,21.9,,38.1,42.7,0,"0","","",104,,,,,,
414,411,"10/11/1998","25/11/1998",0.0392,0.0366,16.9,12.4,29.3,3162.5,115.79,106.61,18,152.5,,137.6,72.2,0,"0","","",106,,,,,,
415,413,"10/11/1998","25/11/1998",0.05,0.0386,12.5,8.6,21.1,2300.3,113.07,81.69,26,143.7,,80.1,60,0,"0","","",113,,,,,,
416,414,"10/11/1998","25/11/1998",0.0435,0.0335,15.4,7.6,23,2948.6,135.32,93.68,14,92.7,,38.7,75.5,0,"0","","",114,,,,,,
417,415,"10/11/1998","25/11/1998",0.0428,0.0406,7.3,0,7.3,5003.9,255.54,218.44,4112,-105.8,,-3.5,74,8,"0","","",367,,,,,,
418,416,"10/11/1998","25/11/1998",0.0403,0.0368,15,11.6,26.6,6971.7,460.03,358.01,56,154.9,,93.3,75.6,0,"0","","",432,,,,,,
419,418,"10/11/1998","25/11/1998",0.0426,0.0355,17.7,9.3,27,3114.6,116.27,95.53,212,118.7,,67,75,0,"0","","",117,,,,,,
420,419,"10/11/1998","25/11/1998",0.038,0.0388,10.5,6.7,17.2,2071.3,87.49,78.64,103,58.5,,81.4,58.4,0,"0","","",112,,,,,,
421,422,"10/11/1998","25/11/1998",0.0483,0.0358,10.4,6.5,16.9,2217.7,116.06,75.97,35,29.3,,41.7,59.5,0,"0","","",113,,,,,,
422,423,"10/11/1998","25/11/1998",0.0457,0.0377,12.2,9.9,22.1,6764,432.29,323.92,54,154.5,,112,75.4,0,"0","","",435,,,,,,
423,424,"10/11/1998","25/11/1998",0.0383,0.0332,14.8,12.9,27.7,6621.3,424.8,359.07,13,72.4,,74.6,73.9,0,"0","","",424,,,,,,
424,425,"10/11/1998","25/11/1998",0.0481,0.0363,16.9,10.9,27.8,3036.8,143.13,98.82,28,133.2,,103.1,75,0,"0","","",109,,,,,,
425,426,"10/11/1998","25/11/1998",0.0455,0.0359,17.1,10.2,27.3,6610.3,472.1,350.21,16,71.5,,34.3,73.8,0,"0","","",461,,,,,,
426,427,"10/11/1998","25/11/1998",0.0524,0.0415,10.3,7,17.3,1986.4,94.64,78.71,32,-9.7,,70,73.4,0,"0","","",114,,,,,,
427,428,"10/11/1998","25/11/1998",0.0439,0.0381,13.7,10.7,24.4,2774.5,140.78,97.6,25,154.7,,90.4,67.4,0,"0","","",114,,,,,,
428,429,"10/11/1998","25/11/1998",0.0389,0.0345,15.2,9,24.2,5533.6,362.38,297.44,141,39.8,,20.7,60.8,0,"0","","",455,,,,,,
429,431,"10/11/1998","25/11/1998",0.0436,0.0391,11.5,9.3,20.8,2399.4,118.77,85.39,21,141,,101.4,60,0,"0","","",113,,,,,,
430,432,"10/11/1998","25/11/1998",0.0519,0.0369,13.6,10.2,23.8,2455.6,122.29,86.45,26,86.2,,74.8,75.7,0,"0","","",105,,,,,,
431,433,"10/11/1998","25/11/1998",0.0278,0.0345,13.3,9.6,22.9,3174.7,114.09,94.85,645,-60.6,,-28.1,74.6,0,"0","","",118,,,,,,
432,434,"10/11/1998","25/11/1998",0.0422,0.0372,10.6,8.7,19.3,5963.8,379.13,303.09,48,79,,63.2,75.6,0,"0","","",420,,,,,,
433,435,"10/11/1998","25/11/1998",0.0381,0.0342,16.8,12.8,29.6,5847.5,446,343.18,19,217.7,,98.3,60.5,0,"0","","",464,,,,,,
434,436,"10/11/1998","25/11/1998",0.0338,0.0308,15.7,13.2,28.9,3022.9,110.36,95.07,27,47.6,,31.6,75.7,0,"0","","",112,,,,,,
435,62,"10/11/1998","25/11/1998",0.0443,0.0326,9.6,3.3,12.9,1321.9,59.17,42.25,56,-91.7,,2,42.7,0,"0","","",99,,,,,,
436,440,"10/11/1998","25/11/1998",0.0234,0.0307,19.1,12.2,31.3,3522.1,104.61,103.56,13,7.5,,19.2,72,0,"0","","",105,,,,,,
437,441,"10/11/1998","25/11/1998",0.04,0.0307,11.3,11.2,22.5,2654.5,106.52,77.1,19,96.8,,97.3,76.4,3,"1","","",113,,,,,,
438,443,"10/11/1998","25/11/1998",0.04,0.037,10.8,7.2,18,2223,89.35,78.92,60,33.2,,38.5,50,0,"0","","",113,,,,,,
439,444,"10/11/1998","25/11/1998",0.0535,0.0384,10.2,7.2,17.4,1924.2,102.36,73.18,121,78.7,,59.4,60.1,0,"0","","",113,,,,,,
440,51,"10/11/1998","25/11/1998",0.0404,0.0333,10.3,10.7,21,2593.5,115.09,81.97,66,164.9,,98.5,43.8,0,"0","","",112,,,,,,
441,450,"10/11/1998","25/11/1998",0.0448,0.0361,11.2,9.4,20.6,3830.1,360.93,242.76,82,37.3,,40,50.5,0,"0","","",440,,,,,,
442,451,"10/11/1998","25/11/1998",0.0528,0.0314,14.1,13,27.1,6340.4,497.98,317.13,19,87.6,,40.1,68.8,0,"0","","",464,,,,,,
443,452,"10/11/1998","25/11/1998",0.0437,0.0323,16.6,11.5,28.1,6433.3,507.7,338.36,30,47.9,,70.9,72.1,0,"0","","",464,,,,,,
444,453,"10/11/1998","25/11/1998",0.045,0.0354,14.3,10,24.3,2976.9,145.94,97.27,482,83.6,,35.3,77.2,0,"0","","",112,,,,,,
445,455,"10/11/1998","25/11/1998",0.0532,0.0383,9,5.3,14.3,1715.4,82.78,63.83,29,-30.2,,29,60,0,"0","","",114,,,,,,
446,456,"10/11/1998","25/11/1998",0.0381,0.0312,12.7,8.2,20.9,2754.8,116.84,81.5,94,-87.2,,-35.4,77.2,0,"0","","",112,,,,,,
447,457,"10/11/1998","25/11/1998",0.0434,0.0336,15.3,10.9,26.2,2946.6,133.16,96.09,16,94.9,,67.5,69.7,0,"0","","",113,,,,,,
448,458,"10/11/1998","25/11/1998",0.0457,0.0342,6.7,9.9,16.6,7094.7,447.44,331.69,13,102.6,,38.6,75.6,0,"0","","",428,,,,,,
449,459,"10/11/1998","25/11/1998",0.0429,0.0378,9,8.4,17.4,1879.7,83.58,65.51,87,47,,34.8,57.4,0,"0","","",116,,,,,,
450,460,"10/11/1998","25/11/1998",0.0463,0.0333,10.9,9.1,20,2539.6,117.92,84.07,114,5.5,,-31.3,76,0,"0","","",111,,,,,,
451,463,"10/11/1998","25/11/1998",0.0415,0.0349,13.4,8.6,22,2031.6,93.87,66.02,20,12.8,,37.7,54.9,0,"0","","",102,,,,,,
452,464,"10/11/1998","25/11/1998",0.0419,0.0379,14.5,10.3,24.8,2608.8,115.17,89.93,16,81.9,,78,72.1,0,"0","","",107,,,,,,
453,466,"10/11/1998","25/11/1998",0.0383,0.0344,12,9,21,1239,47.45,42.62,251,-71.8,,-25.2,57.2,0,"0","","",59,,,,,,
454,47,"10/11/1998","25/11/1998",0.0381,0.0307,16.4,12.5,28.9,2168.8,87.82,68.8,128,160.5,,99.1,42.3,0,"0","","",92,,,,,,
455,469,"10/11/1998","25/11/1998",0.0496,0.0352,13,9.7,22.7,5314.8,409.01,281.98,18,-66,,27.7,76,0,"0","","",450,,,,,,
456,32,"10/11/1998","25/11/1998",0.0418,0.0343,11,6.9,17.9,1991,93.48,64.5,134,84.4,,80.1,42.4,0,"0","","",112,,,,,,
457,471,"10/11/1998","25/11/1998",0.0445,0.0351,15.2,1.8,17,2084.2,91.26,67.88,112,28.5,,17.1,56.6,3,"2","","",111,,,,,,
458,473,"10/11/1998","25/11/1998",0.0453,0.0401,9.7,7,16.7,3468.2,226.54,171.19,27,-41.4,,11.3,50.9,0,"0","","",378,,,,,,
459,475,"10/11/1998","25/11/1998",0.0454,0.0331,13.2,7.7,20.9,2327.5,98.67,73.33,20,-9.4,,29.6,59.6,0,"0","","",119,,,,,,
460,477,"10/11/1998","25/11/1998",0.0427,0.031,16,9.4,25.4,1727.2,73.75,53.54,25,46.8,,44.8,57,0,"0","","",68,,,,,,
461,72,"10/11/1998","25/11/1998",0.045,0.0333,10.4,8.7,19.1,2173.3,98.48,66.29,254,91.7,,68.3,44,0,"0","","",108,,,,,,
462,480,"10/11/1998","25/11/1998",0.0454,0.0329,16.9,11,27.9,1925.1,87.4,63.34,29,178,,86,57.3,0,"0","","",69,,,,,,
463,481,"10/11/1998","25/11/1998",0.046,0.0367,12.5,8.3,20.8,2276.8,107.22,77.06,21,75.5,,50.8,65.2,0,"0","","",107,,,,,,
464,483,"10/11/1998","25/11/1998",0.0463,0.0323,13.5,7.1,20.6,2179.2,106.07,67.28,24,-91.5,,-28.8,75.3,0,"0","","",101,,,,,,
465,486,"10/11/1998","25/11/1998",0.0504,0.0359,14.3,9.2,23.5,6781.1,412.48,290.95,25,7.9,,20,67.1,0,"0","","",425,,,,,,
466,487,"10/11/1998","25/11/1998",0.0407,0.035,13.5,10.2,23.7,2471.9,97.12,82.74,56,88.3,,50.5,65.4,0,"0","","",107,,,,,,
467,488,"10/11/1998","25/11/1998",0.045,0.0379,9.8,6.7,16.5,1694,83.12,59.87,37,-27.1,,43.5,58.9,0,"0","","",98,,,,,,
468,490,"10/11/1998","25/11/1998",0.0374,0.0348,14.7,9,23.7,2727.1,106.09,87.9,26,22.9,,35.9,76.9,0,"0","","",113,,,,,,
469,491,"10/11/1998","25/11/1998",0.0461,0.0376,11.9,7.4,19.3,2194.9,101.05,76.25,17,76.2,,49.7,60,0,"0","","",113,,,,,,
470,494,"10/11/1998","25/11/1998",0.046,0.0341,11.6,7.4,19,2771.4,221.44,160.67,30,97,,65.3,39.6,0,"0","","",334,,,,,,
471,495,"10/11/1998","25/11/1998",0.0408,0.0316,12.2,8.1,20.3,2165.4,95.84,65.45,19,-12.6,,32.4,57.6,0,"0","","",98,,,,,,
472,61,"10/11/1998","25/11/1998",0.0449,0.0342,8.2,5.8,14,1749.3,81.18,56.39,26,19.1,,43.6,43,0,"0","","",120,,,,,,
473,497,"10/11/1998","25/11/1998",0.0392,0.0331,13.6,11.7,25.3,2194.9,97.67,72.32,31,74.1,,58.5,54.3,0,"0","","",97,,,,,,
474,499,"10/11/1998","25/11/1998",0.0508,0.0373,13.1,9.8,22.9,2222.3,162.39,76.33,24,97.9,,17.4,74.5,0,"0","","",95,,,,,,
475,500,"10/11/1998","25/11/1998",0.041,0.0344,15.1,9.9,25,2659.4,110.47,86.41,31,129.6,,91.5,59.8,0,"0","","",111,,,,,,
476,501,"10/11/1998","25/11/1998",0.0335,0.0333,13.5,10.8,24.3,1959.3,72.31,66.53,155,35.2,,61.8,76.9,0,"0","","",79,,,,,,
477,503,"10/11/1998","25/11/1998",0.0358,0.0344,11,8.2,19.2,2379.6,90.01,76.26,32,-40.7,,5.4,59.9,0,"0","","",117,,,,,,
478,504,"10/11/1998","25/11/1998",0.0509,0.0395,11.2,6.8,18,2151.4,107.58,77.13,69,86.7,,45.1,60,0,"0","","",114,,,,,,
479,506,"10/11/1998","25/11/1998",0.0469,0.0394,8,8,16,1892,89.82,70.69,122,14.1,,-7.6,76.3,3,"1","","",113,,,,,,
480,17,"10/11/1998","25/11/1998",0.047,0.0369,7,4.8,11.8,1587.4,80.01,54.79,30,-20.7,,16.7,44.2,0,"0","","",115,,,,,,
481,508,"10/11/1998","25/11/1998",0.0428,0.0358,13.1,7.8,20.9,2302.7,95.18,74.99,22,22.6,,63.5,57.2,0,"0","","",115,,,,,,
482,509,"10/11/1998","25/11/1998",0.0495,0.0395,8.4,8.8,17.2,4672.8,421.67,301.97,418,280.4,,148.8,47.5,0,"0","","",431,,,,,,
483,629,"10/11/1998","25/11/1998",0.045,0.0317,14.5,10.4,24.9,2488.2,128.98,79.16,33,79.5,,80,73.1,0,"0","","",106,,,,,,
484,512,"10/11/1998","25/11/1998",0.0533,0.0348,11.8,10.1,21.9,5122.8,485.87,304.17,42,21.6,,0.6,71.8,0,"0","","",455,,,,,,
485,513,"10/11/1998","25/11/1998",0.0364,0.0316,9.2,8.5,17.7,2287.1,82.64,68.76,222,-97.6,,18.3,59.7,0,"0","","",113,,,,,,
486,514,"10/11/1998","25/11/1998",0.0525,0.04,11.1,12.2,23.3,5726.3,410.35,291.57,50,39,,36.7,72.5,0,"0","","",415,,,,,,
487,515,"10/11/1998","25/11/1998",0.039,0.0388,13.5,10,23.5,2892,126.52,102.24,13,88.9,,74.2,74.7,0,"0","","",114,,,,,,
488,517,"10/11/1998","25/11/1998",0.0473,0.0381,10.1,8.5,18.6,2610.2,134.69,91.84,182,176.9,,122,60.3,0,"0","","",116,,,,,,
489,518,"10/11/1998","25/11/1998",0.0454,0.0342,11.5,9.5,21,4374.4,367.63,250.05,68,46.6,,43.4,50.8,0,"0","","",439,,,,,,
490,519,"10/11/1998","25/11/1998",0.0353,0.0352,16.9,11.6,28.5,6649.5,448.95,351.19,21,63.7,,37.6,73.3,0,"0","","",459,,,,,,
491,521,"10/11/1998","25/11/1998",0.0449,0.0345,12.3,9.2,21.5,2614.3,114.51,85.47,39,110.7,,65.4,59.1,0,"0","","",114,,,,,,
492,522,"10/11/1998","25/11/1998",0.0429,0.0346,15.5,9.2,24.7,3102.1,134.1,98.56,31,36.5,,3.9,75.3,0,"0","","",111,,,,,,
493,523,"10/11/1998","25/11/1998",0.0354,0.0361,12.9,7.6,20.5,2523.1,91.29,86.32,19,38.9,,51.8,59.6,0,"0","","",119,,,,,,
494,40,"10/11/1998","25/11/1998",0.0342,0.0316,14.3,8.9,23.2,2578.8,82.03,76.9,61,130.8,,74,28.6,3,"2","","",110,,,,,,
495,525,"10/11/1998","25/11/1998",0.0425,0.0359,12.7,9.8,22.5,2349.9,95.45,75.37,24,82.2,,84.5,56.1,0,"0","","",107,,,,,,
496,526,"10/11/1998","25/11/1998",0.0443,0.0364,12.1,8.9,21,1816,86.2,59.89,33,-21.2,,15.3,59.2,0,"0","","",98,,,,,,
497,527,"10/11/1998","25/11/1998",0.036,0.0335,12.8,8.8,21.6,1274.4,45.88,42.69,26,-79.7,,-12.2,56.6,0,"0","","",59,,,,,,
498,529,"10/11/1998","25/11/1998",0.0371,0.0352,11.7,9.9,21.6,1555.2,57.7,54.74,19,0.1,,23.9,58.7,0,"0","","",72,,,,,,
499,530,"10/11/1998","25/11/1998",0.0377,0.0294,15.6,8.3,23.9,2667.8,103.85,73.67,16,-70.8,,-22.7,59.7,0,"0","","",114,,,,,,
500,531,"10/11/1998","25/11/1998",0.0377,0.0358,13,8.7,21.7,2354.1,94.15,79.58,21,47.4,,20.3,60,0,"0","","",113,,,,,,
501,532,"10/11/1998","25/11/1998",0.0253,0.0353,6.4,10.3,16.7,2134.9,90.43,73.52,31,-93.6,,-37.8,59.8,0,"0","","",120,,,,,,
